audio_path,text,speaker_id,scenario,emotion,language,split,source,source_license
wavs/000024_100040.wav,咱们就能申请教师资格证了，普通话在校期间考了吗？,tts_sccusserfsc_female_001,education,polite,zh,dev,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000025_100041.wav,您好，欢迎致电新东方，请问有什么可以帮您的吗？,tts_sccusserfsc_female_001,greeting,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000026_100042.wav,因为您比方说就算有了计算机证，计算机水平也不一定达到四六级。,tts_sccusserfsc_female_001,education,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000027_100044.wav,怎样来进行？而且专业的心理咨询师必须具备怎样的技巧？,tts_sccusserfsc_female_001,education,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000028_100045.wav,像一般来讲啊，我们常说的数学它有两个主要的分水岭。,tts_sccusserfsc_female_001,education,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000029_100046.wav,因为咱们都知道，考研和咱们英语四六级价格是不一样的。,tts_sccusserfsc_female_001,education,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000030_100047.wav,能麻烦您说一下咱们英语能考到多少分。,tts_sccusserfsc_female_001,education,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000031_100048.wav,是这样的，像北大青鸟的话他其实应该更专业一点。,tts_sccusserfsc_female_001,education,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000032_100049.wav,那您可以转行去学校里面教计算机这一类的一些基础性的课程也是可以的。,tts_sccusserfsc_female_001,order_query,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000033_100050.wav,嗯，然后学了一点简单的内容像Java程序逻辑。,tts_sccusserfsc_female_001,education,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000034_200002.wav,还有第四种就是CDS，它可转让定期存单。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000035_200003.wav,您如果只是为了查询账户余额明细的话也可以在自己的手机上下载手机银行APP客户端。,tts_sccusserfsc_female_001,order_query,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000036_200004.wav,我们是做投资的PtoP线上理财品牌，我给您详细介绍下。,tts_sccusserfsc_female_001,finance,polite,zh,dev,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000037_200005.wav,如果BtoB的线上理财品牌的话，应该是没有这个纸质版的合同，就是您说的这个面对面的签合同的。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000038_200006.wav,我们平台是一个PtoP的线上理财品牌，不是贷款的。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000039_200007.wav,还有网销渠道的E理财产品，您需要了解下吗？,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000040_200010.wav,你可以下载人人贷理财APP，然后用您的手机号来注册一下。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000041_200012.wav,其他的银行的理财运作，我们这边还不是特别清楚。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000042_200013.wav,那请问您之前没有在建行开过任何对公账户是吗？,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000043_200015.wav,我们现在所填的各项信息，是用于发放其他贷款的。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000044_200016.wav,重要的资产业务是银行业务的主要来源之一。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000045_200017.wav,那我这边可以把电话转到我们投资理财的专业团队，他们会给您详细讲解的。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000046_200018.wav,抵押贷款是指某些国家银行采用的一种贷款方式。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000047_200019.wav,如果您的理财时间不足三个月，那我们就按照银行的同期活期利率理财三个月。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000048_200020.wav,如果在我们公司理财十万元的话，一年收益是一万四千四百元。,tts_sccusserfsc_female_001,finance,polite,zh,dev,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000049_200022.wav,我们公司不是私人公司，而是股份制公司。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000050_200023.wav,我这边可以向您介绍一下，适合各个年龄层的消费者，主要险种包括理财保险。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000051_200024.wav,如果想要选择一个理财保险，建议可以投保我们公司的一个聚宝盆保险。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000052_200025.wav,借款利率在国家规定范围内，介于银行与典当行之间。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000053_200027.wav,我要有钱我也存，一年一千多块钱的利息我也干呢。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000054_200029.wav,或者这个万能也可以组合着入，这样的话可以实现资金的再次增值。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000055_200030.wav,你们可以合资一下，然后再来做我们这个理财活动。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000056_200031.wav,对它最高的是三十六个月，就是你选择其他几个月的也可以，它是可以点击续期的，其他计划都没有这个续期功能的。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000057_200032.wav,您会选择分期来购买这个手机吗？,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000058_200035.wav,风险评估就是需要您进行一个看您对理财的承受能力。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000059_200036.wav,我行的那款理财产品是一款百分之百保证本金安全的产品，收益可靠。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000060_200037.wav,再有这样的机会，你就可以把钱投到股票里。,tts_sccusserfsc_female_001,finance,polite,zh,dev,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000061_200039.wav,您可以加大投资力度，使这份计划与您的需要结合更紧密。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000062_200040.wav,你去任何一家银行购买理财，首次购买的话它都需要你进行一区双录。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000063_200041.wav,证券贷款是银行发放的借商业借款。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000064_200042.wav,我们的理财是风险性比较高的，收益也是比较大的，这您肯定是了解的吧。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000065_200043.wav,拿到这个预售证，我们才能分步骤贷款给他紧急资金呢。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000066_200044.wav,我行目前售卖一款保本型低风险的理财产品，起存金额只需五万。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000067_200045.wav,这种资产证券同样可以通过证券发往市场。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000068_200046.wav,您看，信用卡已经是消费现代的一种工具和形式了。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000069_200048.wav,借款方违约时我们公司优先垫付，保证理财客户不受任何损失。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000070_200050.wav,债券类的比例是七十到九十，而股票类的比例是十到三十。,tts_sccusserfsc_female_001,finance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000071_400003.wav,您听完课之后，会有匹配的题库，您可以去那个APP题库里面进行刷题。,tts_sccusserfsc_female_001,general,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000072_400004.wav,你是需要穿越火线里面那种CF点是吗？,tts_sccusserfsc_female_001,general,polite,zh,dev,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000073_400005.wav,它这个会员PAS，也是你购买以后才生效的。,tts_sccusserfsc_female_001,general,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000074_400006.wav,那这个钱是从卡里转到小金库还是从卡里转到这个APP上面呢？,tts_sccusserfsc_female_001,general,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000075_400011.wav,对，I五的相对会比较实惠一点。,tts_sccusserfsc_female_001,general,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000076_400012.wav,就是我这边给您介绍一下这个plus会员。,tts_sccusserfsc_female_001,general,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000077_400013.wav,您在手机上打开咱们那个APP，点击进入个人中心。,tts_sccusserfsc_female_001,general,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000078_400016.wav,然后目前他有EE四八零新款的。,tts_sccusserfsc_female_001,general,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000079_400018.wav,如果您选择八个G的话要六千多。,tts_sccusserfsc_female_001,general,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000080_400019.wav,关于这一方面的信息泄露是很严重的，有可能您这边不经意点击某个APP进去就泄露了。,tts_sccusserfsc_female_001,general,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000081_400020.wav,我先帮您转给E卡客服问一下，您稍等。,tts_sccusserfsc_female_001,handoff,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000082_400021.wav,这手机运行内存是四个G的，不能改。,tts_sccusserfsc_female_001,general,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000083_400023.wav,嗯，您那边是想咨询X九对吗？,tts_sccusserfsc_female_001,general,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000084_400024.wav,应该就是您不喜欢这种，或者您可以看看其他的，您看看华为P十。,tts_sccusserfsc_female_001,general,polite,zh,dev,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000085_400030.wav,如果开通了超级VIP，上门揽件以及购买东西是免邮的。,tts_sccusserfsc_female_001,general,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000086_400031.wav,对，它那个内存也挺大的，我看六十四G的，看电视或者玩游戏，都完全足够了。,tts_sccusserfsc_female_001,general,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000087_400033.wav,我看一下，您这边有个活动链接PC端和APP端的这个接口是吧？,tts_sccusserfsc_female_001,general,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000088_400034.wav,首先是建议您使用我们这个手机装个APP。,tts_sccusserfsc_female_001,general,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000089_400036.wav,您直接在这个京东的首页这边搜索这个京东E卡。,tts_sccusserfsc_female_001,general,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000090_400038.wav,您可以在京东APP里面，右上方有一个我的，然后里面的白条里面去点开尝试申请。,tts_sccusserfsc_female_001,general,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000091_400039.wav,这个您需要去具体的界面里面去看一下，就是您下载京东金融这个APP进入去看。,tts_sccusserfsc_female_001,general,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000092_400040.wav,您有没有邮箱，我发送一个Win十禁用系统更新的一个方法给您。,tts_sccusserfsc_female_001,general,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000093_400043.wav,哦，您那边是想开通VPN的权限吗？,tts_sccusserfsc_female_001,general,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000094_400044.wav,一些小米的，一些Oppo的话都有，但是，可能我个人就比较喜欢华为这个品牌。,tts_sccusserfsc_female_001,general,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000095_400047.wav,您那边是plus会员，对吧？,tts_sccusserfsc_female_001,general,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000096_400048.wav,非常抱歉这个没有办法，因为苹果是IOS的系统。,tts_sccusserfsc_female_001,apology,polite,zh,dev,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000097_400049.wav,健康随E保的话是我们公司在官网上的一款产品，请问您是想要投保吗？,tts_sccusserfsc_female_001,general,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000098_400050.wav,对，我这边就是显示您为plus会员。,tts_sccusserfsc_female_001,general,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000099_000002.wav,我们这边卖的盈泰A款年金保险非常适合您。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000100_000003.wav,可以说，保险公司给咱们N倍的这样的一个保额。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000101_000004.wav,金色阳光C款养老年金保险这个保险是一个养老型的保险。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000102_000006.wav,健康尊享B款的医疗保险这款您是想要办理的吗？,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000103_000007.wav,您是想了解重大疾病保险A款吗？,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000104_000009.wav,如果有那种医疗险的话可以考虑保爱心住院的B款。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000105_000010.wav,我们这边健康A的产品可以保七十种重大疾病。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000106_000011.wav,A的话是咱们包的是七十种重大疾病，然后B的话是咱们的一个住院津贴。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000107_000012.wav,因为年龄已经很大了，一般咱约定的养老金领取就五十五六十啊六五啊。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000108_000013.wav,是对您花的钱实际的支出费用进行一个医疗报销保险。,tts_sccusserfsc_female_001,insurance,polite,zh,dev,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000109_000014.wav,本保险按照保险合同最长可以一直照顾您的老年生活直至八十五周岁的年生效对应日。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000110_000015.wav,像我们定网销这个大部分保险它都是分开保的。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000111_000016.wav,这种重大疾病的可能都是按照保险交款来履行责任的。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000112_000017.wav,防癌的保险一般来说年龄稍微大嘛，所以它会贵一些。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000113_000018.wav,我安排工作人员根据您的情况给您做一个保险计划。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000114_000019.wav,加上保险的话一个人大概也就是几十块钱，一个保险大概也就是一千一不到吧。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000115_000020.wav,但是我们这个信福年金的产品，收益非常可人。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000116_000021.wav,在合同有效期内如果被保障人死亡，受益人可按保额获得身故保险金。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000117_000022.wav,还有祥佑，都是保这个重大疾病的。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000118_000023.wav,当然可以啦，如果您都需要的话，那咱们可以选择不同的保险来聚合入保。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000119_000025.wav,对，因为您年纪相对来说偏大了，没有适合这个年龄入保的养老保险了。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000120_000026.wav,保险的话我们这边的保险险种非常多。,tts_sccusserfsc_female_001,insurance,polite,zh,dev,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000121_000028.wav,而且它的保障也稍微全面一点，保的是多重疾病。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000122_000029.wav,一年后初患合同约定的重大疾病给付十万元，合同终止。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000123_000030.wav,我看下这款保险的赔付，您稍等。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000124_000031.wav,车险的话能不能报一下车牌号，女士我帮您安排业务员。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000125_000032.wav,这个病疾确实是比较严重了，还有您刚才提到的恶性肿瘤都是可以报销的。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000126_000033.wav,如果您以前没有在平安办理过保险，您可以了解下我们这款产品。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000127_000034.wav,我们给您和您的家人做一份保险计划，详细给您介绍一下好吗？,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000128_000035.wav,咱们这边有一个医疗险名额，当然这个是后期的一个产品，我等下给你讲一下。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000129_000036.wav,比如说不小心磕伤碰伤了呀，或者意外摔倒了呀，您都可以申请理赔。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000130_000037.wav,生存状态下可领取养老金直至终身，至少保证领取十年。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000131_000041.wav,孩子也可以选择一百和五十的，就是只保意外。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
